财神电视源,#group#
CCTV央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
CCTV第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub
CCTV风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
CCTV怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
CCTV风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
CCTV风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
CCTV世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
CCTV电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
CCTV兵器科技,http://38.75.136.137:98/gslb/dsdqpub/bqkj.m3u8?auth=testpub
CCTV高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
CCTV央视文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub
CCTV女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub
CCTV电视指南,http://w.yao87.com:4022/rtp/239.76.254.61:9000
CCTV世界地理,http://w.yao87.com:4022/rtp/239.76.254.57:9000
CCTV怀旧剧场,http://w.yao87.com:4022/rtp/239.76.254.53:9000
CCTV第一剧场,http://w.yao87.com:4022/rtp/239.76.254.49:9000
CCTV风云剧场,http://w.yao87.com:4022/rtp/239.76.254.50:9000
CCTV风云足球,http://w.yao87.com:4022/rtp/239.76.254.52:9000
CCTV风云音乐,http://w.yao87.com:4022/rtp/239.76.254.51:9000
CCTV央视文化精品,http://w.yao87.com:4022/rtp/239.76.254.56:9000
CCTV兵器科技,http://w.yao87.com:4022/rtp/239.76.254.59:9000
CCTV高尔夫网球,http://w.yao87.com:4022/rtp/239.76.254.62:9000
CCTV央视台球,http://w.yao87.com:4022/rtp/239.76.254.58:9000
CCTV女性时尚,http://w.yao87.com:4022/rtp/239.76.254.55:9000
CCTV卫生健康,http://w.yao87.com:4022/rtp/239.76.253.247:9000
CCTV电视指南,http://www.qfly9236.cn:8888/rtp/239.253.92.17:6078
CCTV世界地理,http://www.qfly9236.cn:8888/rtp/239.253.92.113:8066
CCTV怀旧剧场,http://www.qfly9236.cn:8888/rtp/239.253.92.98:6120
CCTV风云剧场,http://www.qfly9236.cn:8888/rtp/239.253.92.22:6073
CCTV风云足球,http://www.qfly9236.cn:8888/rtp/239.253.92.110:8061
CCTV风云音乐,http://www.qfly9236.cn:8888/rtp/239.253.92.111:8060
CCTV第一剧场,http://www.qfly9236.cn:8888/rtp/239.253.92.18:6079
CCTV央视文化精品,http://www.qfly9236.cn:8888/rtp/239.253.92.25:6104
CCTV高尔夫网球,http://www.qfly9236.cn:8888/rtp/239.253.92.117:8062
CCTV央视台球,http://www.qfly9236.cn:8888/rtp/239.253.93.231:6409
CCTV女性时尚,http://www.qfly9236.cn:8888/rtp/239.253.92.249:6103
CCTV电视指南,http://www.dwphic.com:9999/udp/239.69.1.87:10162
CCTV世界地理,http://www.dwphic.com:9999/rtp/239.69.1.91:10186
CCTV怀旧剧场,http://www.dwphic.com:9999/udp/239.69.1.89:10174
CCTV风云足球,http://www.dwphic.com:9999/rtp/239.69.1.81:10126
CCTV风云音乐,http://www.dwphic.com:9999/udp/239.69.1.90:10180
CCTV第一剧场,http://www.dwphic.com:9999/rtp/239.69.1.74:10084
CCTV兵器科技,http://www.dwphic.com:9999/rtp/239.69.1.79:10114
CCTV高尔夫网球,http://www.dwphic.com:9999/rtp/239.69.1.83:10138
CCTV央视台球,http://www.dwphic.com:9999/rtp/239.69.1.98:10224
CCTV女性时尚,http://www.dwphic.com:9999/udp/239.69.1.86:10156
CCTV电视指南,http://www.qfly9236.cn:8888/rtp/239.253.92.17:6078
CCTV世界地理,http://www.qfly9236.cn:8888/rtp/239.253.92.113:8066
CCTV怀旧剧场,http://www.qfly9236.cn:8888/rtp/239.253.92.98:6120
CCTV风云剧场,http://www.qfly9236.cn:8888/rtp/239.253.92.22:6073
CCTV风云足球,http://www.qfly9236.cn:8888/rtp/239.253.92.110:8061
CCTV风云音乐,http://www.qfly9236.cn:8888/rtp/239.253.92.111:8060
CCTV第一剧场,http://www.qfly9236.cn:8888/rtp/239.253.92.18:6079
CCTV央视文化精品,http://www.qfly9236.cn:8888/rtp/239.253.92.25:6104
CCTV高尔夫网球,http://www.qfly9236.cn:8888/rtp/239.253.92.117:8062
CCTV央视台球,http://www.qfly9236.cn:8888/rtp/239.253.93.231:6409
CCTV女性时尚,http://www.qfly9236.cn:8888/rtp/239.253.92.249:6103
CCTV电视指南,http://www.dwphic.com:9999/udp/239.69.1.87:10162
CCTV世界地理,http://www.dwphic.com:9999/rtp/239.69.1.91:10186
CCTV怀旧剧场,http://www.dwphic.com:9999/udp/239.69.1.89:10174
CCTV风云足球,http://www.dwphic.com:9999/rtp/239.69.1.81:10126
CCTV风云音乐,http://www.dwphic.com:9999/udp/239.69.1.90:10180
CCTV第一剧场,http://www.dwphic.com:9999/rtp/239.69.1.74:10084
CCTV兵器科技,http://www.dwphic.com:9999/rtp/239.69.1.79:10114
CCTV高尔夫网球,http://www.dwphic.com:9999/rtp/239.69.1.83:10138
CCTV央视台球,http://www.dwphic.com:9999/rtp/239.69.1.98:10224
CCTV女性时尚,http://www.dwphic.com:9999/udp/239.69.1.86:10156
CCTV电视指南,http://vapi.91kds.cc/live1/udp.m3u8?ip=hebei-lt&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.92.17:6078
CCTV世界地理,http://vapi.91kds.cc/live1/udp.m3u8?ip=hebei-lt&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.92.113:8066
CCTV怀旧剧场,http://vapi.91kds.cc/live1/udp.m3u8?ip=hebei-lt&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.92.98:6120
CCTV风云剧场,http://vapi.91kds.cc/live1/udp.m3u8?ip=hebei-lt&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.92.22:6073
CCTV风云足球,http://vapi.91kds.cc/live1/udp.m3u8?ip=hebei-lt&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.92.110:8061
CCTV第一剧场,http://vapi.91kds.cc/live1/udp.m3u8?ip=hebei-lt&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.92.18:6079
CCTV央视文化精品,http://vapi.91kds.cc/live1/udp.m3u8?ip=hebei-lt&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.92.25:6104
CCTV高尔夫网球,http://vapi.91kds.cc/live1/udp.m3u8?ip=hebei-lt&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.92.117:8062
CCTV央视台球,http://vapi.91kds.cc/live1/udp.m3u8?ip=hebei-lt&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.93.231:6409
CCTV女性时尚,http://vapi.91kds.cc/live1/udp.m3u8?ip=hebei-lt&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.92.249:6103
CCTV电视指南,http://vapi.91kds.cc/live1/udp.m3u8?ip=hubei-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.69.1.87:10162
CCTV世界地理,http://vapi.91kds.cc/live1/udp.m3u8?ip=hubei-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.69.1.91:10186
CCTV怀旧剧场,http://vapi.91kds.cc/live1/udp.m3u8?ip=hubei-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.69.1.89:10174
CCTV风云足球,http://vapi.91kds.cc/live1/udp.m3u8?ip=hubei-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.69.1.81:10126
CCTV风云音乐,http://vapi.91kds.cc/live1/udp.m3u8?ip=hubei-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.69.1.90:10180
CCTV第一剧场,http://vapi.91kds.cc/live1/udp.m3u8?ip=hubei-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.69.1.74:10084
CCTV兵器科技,http://vapi.91kds.cc/live1/udp.m3u8?ip=hubei-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.69.1.79:10114
CCTV高尔夫网球,http://vapi.91kds.cc/live1/udp.m3u8?ip=hubei-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.69.1.83:10138
CCTV央视台球,http://vapi.91kds.cc/live1/udp.m3u8?ip=hubei-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.69.1.98:10224
CCTV女性时尚,http://vapi.91kds.cc/live1/udp.m3u8?ip=hubei-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.69.1.86:10156
CCTV电视指南,http://vapi.91kds.cc/live1/udp.m3u8?ip=guangdong-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.43.10:5146
CCTV世界地理,http://vapi.91kds.cc/live1/udp.m3u8?ip=guangdong-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.43.7:5146
CCTV第一剧场,http://vapi.91kds.cc/live1/udp.m3u8?ip=guangdong-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.43.15:5146
CCTV怀旧剧场,http://vapi.91kds.cc/live1/udp.m3u8?ip=guangdong-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.43.5:5146
CCTV风云剧场,http://vapi.91kds.cc/live1/udp.m3u8?ip=guangdong-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.43.16:5146
CCTV风云足球,http://vapi.91kds.cc/live1/udp.m3u8?ip=guangdong-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.43.14:5146
CCTV风云音乐,http://vapi.91kds.cc/live1/udp.m3u8?ip=guangdong-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.43.6:5146
CCTV央视文化精品,http://vapi.91kds.cc/live1/udp.m3u8?ip=guangdong-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.43.13:5146
CCTV兵器科技,http://vapi.91kds.cc/live1/udp.m3u8?ip=guangdong-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.43.9:5146
CCTV高尔夫网球,http://vapi.91kds.cc/live1/udp.m3u8?ip=guangdong-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.43.12:5146
CCTV央视台球,http://vapi.91kds.cc/live1/udp.m3u8?ip=guangdong-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.43.11:5146
CCTV女性时尚,http://vapi.91kds.cc/live1/udp.m3u8?ip=guangdong-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.253.43.8:5146
CCTV卫生健康,http://vapi.91kds.cc/live1/udp.m3u8?ip=guangdong-dx&apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=239.77.0.212:5146
CCTV电视指南,http://sh.lnott.top:880/dx97.m3u8
CCTV世界地理,http://sh.lnott.top:880/dx72.m3u8
CCTV怀旧剧场,http://sh.lnott.top:880/dx95.m3u8
CCTV风云剧场,http://sh.lnott.top:880/dx94.m3u8
CCTV风云足球,http://sh.lnott.top:880/dx71.m3u8
CCTV风云音乐,http://sh.lnott.top:880/dx73.m3u8
CCTV第一剧场,http://sh.lnott.top:880/dx103.m3u8
CCTV央视文化精品,http://sh.lnott.top:880/dx104.m3u8
CCTV兵器科技,http://sh.lnott.top:880/dx81.m3u8
CCTV高尔夫网球,http://sh.lnott.top:880/dx98.m3u8
CCTV央视台球,http://sh.lnott.top:880/dx82.m3u8
CCTV女性时尚,http://sh.lnott.top:880/dx105.m3u8







港台一区,#genre#

CHC动作电影,P2p://starvod.xyz:19806/0999fa74f14540bc8fe2a157cc224391
CHC高清电影,P2p://starvod.xyz:19806/4945032366244655b517260d2b3f6afb
CHC家庭影院,P2p://starvod.xyz:19806/e3d527e8d47642028bcdca7cb587d8e8
CHC重温经典,http://8.138.7.223/tv/cwjd.php
NOW新闻台,http://cdn.163189.xyz/163189/now
TVB翡翠台,https://cdn6.101.qzz.io/163189/fct
TVB翡翠台,https://mytv.cdn.loc.cc/o12.php?id=fct
TVB明珠台,https://mytv.cdn.loc.cc/o12.php?id=mzt
TVBplus,https://cdn6.101.qzz.io/163189/tvbp

凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd


TVB翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3&token=512df05ba47edb46400575c93e179adb7981226d414516400ed1d382cb126adc517715d4ccd3a2276bf3c7b72d52f58905225cf0b1cc461b7888443f
TVB翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
TVB翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
TVB翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
TVB明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
TVB明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
CHC高清电影,P2p://starvod.xyz:19806/4945032366244655b517260d2b3f6afb.ts
CHC家庭影院,P2p://starvod.xyz:19806/e3d527e8d47642028bcdca7cb587d8e8.ts
CHC动作电影,P2p://starvod.xyz:19806/0999fa74f14540bc8fe2a157cc224391.ts


网络直播台,#genre#

爱奇艺,P2p://starvod.xyz:19806/1cd1505d309948e596459856926cda41

CHC动作电影,P2p://starvod.xyz:19806/0999fa74f14540bc8fe2a157cc224391
CHC高清电影,P2p://starvod.xyz:19806/4945032366244655b517260d2b3f6afb
CHC家庭影院,P2p://starvod.xyz:19806/e3d527e8d47642028bcdca7cb587d8e8
MOViE MOViE,P2p://starvod.xyz:19806/08105ee824114f418daecd2956b50cd1





直播中国,#genre#

熊猫直播,https://gcwbndali.v.myalicdn.com/gcwbnd/ipanda1000_2/index.m3u8
安徽黄山飞来石,https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8
安徽黟县芦村远眺,https://gcalic.v.myalicdn.com/gc/yxlcyt_1/index.m3u8
安徽黟县西递半山亭,https://gcalic.v.myalicdn.com/gc/xywfl_1/index.m3u8
安徽黟县西递牌坊,https://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8
北京黄花城水长城,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8
北京门头沟清水镇黄安坨村,https://gcalic.v.myalicdn.com/gc/lpsgmjng01_1/index.m3u8
北京密云古水北镇,https://gcalic.v.myalicdn.com/gc/dlst03_1/index.m3u8
福建南平武夷山玉女峰,https://gcalic.v.myalicdn.com/gc/wysynf_1/index.m3u8
甘肃敦煌月牙泉,https://gcalic.v.myalicdn.com/gc/dhyyqst_1/index.m3u8
广东深圳福田红树林,https://gcalic.v.myalicdn.com/gc/djyqyl1_1/index.m3u8
广西桂林漓江景区,https://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8
贵州黔东南加榜梯田,https://gcalic.v.myalicdn.com/gc/qdls03_1/index.m3u8
贵州遵义赤水大瀑布,https://gcalic.v.myalicdn.com/gc/zjjsrsm_1/index.m3u8
河北承德金山岭长城,https://gcalic.v.myalicdn.com/gc/hkts03_1/index.m3u8
河南鹤壁浚县古城景区北城门,https://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8
河南焦作云台山红石峡,https://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8
河南南阳方城德云山景区,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8
河南商丘永城市日月湖景区,https://gcalic.v.myalicdn.com/gc/hgsspzxdpb_1/index.m3u8
黑龙江哈尔滨霁虹桥,https://gcalic.v.myalicdn.com/gc/hkts09_1/index.m3u8
黑龙江萝北县嘟噜河省级自然保护区,https://gcalic.v.myalicdn.com/gc/taishan03_1/index.m3u8
湖南邵阳莨山八角寨,https://gcalic.v.myalicdn.com/gc/hkts02_1/index.m3u8
湖南邵阳崀山骆驼峰,https://gcalic.v.myalicdn.com/gc/dlst01_1/index.m3u8
江苏南京玄武湖公园,https://gcalic.v.myalicdn.com/gc/xwh01_1/index.m3u8
江苏宿迁骆马湖罗曼园,https://gcalic.v.myalicdn.com/gc/ljgcszsnkgc_1/index.m3u8
江苏无锡大剧院,https://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8
江苏徐州之夜,https://gcalic.v.myalicdn.com/gc/hspyt_1/index.m3u8
乐山大佛全景,https://gcalic.v.myalicdn.com/gc/lsdfgfl_1/index.m3u8
内蒙古乌审旗萨拉乌苏考古遗迹公园,https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8
青海门源仙米国家森林公园,https://gcalic.v.myalicdn.com/gc/mdjxxdsb_1/index.m3u8
青海省祁连山国家公园,https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8
山东济南趵突泉,https://gcalic.v.myalicdn.com/gc/wgw03_1/index.m3u8
山西大同鼓楼,https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8
山西晋城釜山泫水湖,https://gcalic.v.myalicdn.com/gc/zh02_1/index.m3u8
陕西渭南韩城市党家村景区,https://gcalic.v.myalicdn.com/gc/gly01_1/index.m3u8
陕西渭南蒲城县中心广场,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8
陕西渭南潼关县东山景区,https://gcalic.v.myalicdn.com/gc/hkylxs03_1/index.m3u8
陕西西安大雁塔,https://gcalic.v.myalicdn.com/gc/hkylxs01_1/index.m3u8
陕西西安阎良关山石川河风景区,https://gcalic.v.myalicdn.com/gc/nss01_1/index.m3u8
陕西西安长安三河水库,https://gcalic.v.myalicdn.com/gc/ahhs01_1/index.m3u8
陕西西安钟楼,https://gcalic.v.myalicdn.com/gc/blg03_1/index.m3u8
陕西咸阳乾陵景区,https://gcalic.v.myalicdn.com/gc/taishan02_1/index.m3u8
沈阳辽宁浑河桥,https://gcalic.v.myalicdn.com/gc/ljgcdsc_1/index.m3u8
四川峨眉山云海日出,https://gcalic.v.myalicdn.com/gc/emsarm_1/index.m3u8
望乡台,https://gcalic.v.myalicdn.com/gc/hlwxt_1/index.m3u8
五彩池,https://gcalic.v.myalicdn.com/gc/hlwcc_1/index.m3u8
西藏林芝工布江达县岷山错高民宿,https://gcalic.v.myalicdn.com/gc/zjjybf_1/index.m3u8
西藏林芝米林岷山彩门民宿,https://gcalic.v.myalicdn.com/gc/hkylxs06_1/index.m3u8
西藏林芝南迦巴瓦,https://gcalic.v.myalicdn.com/gc/jhs05_1/index.m3u8
西藏日喀则珠穆朗玛峰,https://gcalic.v.myalicdn.com/gc/qdls02_1/index.m3u8
西藏山南浪卡子县鲁日拉景观台,https://gcalic.v.myalicdn.com/gc/hkts07_1/index.m3u8
新疆昌吉州天山天池海西平台,https://gcalic.v.myalicdn.com/gc/drs01_1/index.m3u8
新疆天山天池马牙山,https://gcalic.v.myalicdn.com/gc/hkylxs05_1/index.m3u8
云南保山板桥镇青龙街,https://gcalic.v.myalicdn.com/gc/ylxs12_1/index.m3u8
云南保山比顿咖啡产业文化园,https://gcalic.v.myalicdn.com/gc/zyqcdx01_1/index.m3u8
云南保山隆阳区拦河坝水库,https://gcalic.v.myalicdn.com/gc/sgns02_1/index.m3u8
云南大理南涧县无量村古树茶园,https://gcalic.v.myalicdn.com/gc/ztn_1/index.m3u8
云南大理无量樱花谷,https://gcalic.v.myalicdn.com/gc/taishan01_1/index.m3u8
云南大理云南驿茶马古道,https://gcalic.v.myalicdn.com/gc/tyhjtys_1/index.m3u8
云南德宏勐焕大金塔,https://gcalic.v.myalicdn.com/gc/dhyyqsm_1/index.m3u8
云南红河民族风情旅游月亮小镇,https://gcalic.v.myalicdn.com/gc/hsyg_1/index.m3u8
云南昆明寻甸县城区,https://gcalic.v.myalicdn.com/gc/mdjxxmhjyxj_1/index.m3u8
云南丽江古城大研花巷观景,https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8
云南丽江古城万古楼遥望玉龙雪山,https://gcalic.v.myalicdn.com/gc/ljgcwglytylxs_1/index.m3u8
云南丽江玉龙雪山,https://gcalic.v.myalicdn.com/gc/ylxs11_1/index.m3u8
云南普洱景东县无量山羊山瀑布,https://gcalic.v.myalicdn.com/gc/blg05_1/index.m3u8
云南普洱澜沧县景迈山,https://gcalic.v.myalicdn.com/gc/tms05_1/index.m3u8
云南西双版纳千年古寨曼丢,https://gcalic.v.myalicdn.com/gc/fcw03_1/index.m3u8
浙江乌镇白莲塔,https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8
浙江乌镇蓝印花布,https://gcalic.v.myalicdn.com/gc/zjwzlyhb_1/index.m3u8
浙江乌镇龙形田,https://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8
浙江乌镇西市河,https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
浙江舟山东极岛,https://gcalic.v.myalicdn.com/gc/djd01_1/index.m3u8
浙江舟山嵊泗县中心渔港,https://gcalic.v.myalicdn.com/gc/emsyh_1/index.m3u8
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
重庆渝中李子坝,https://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8

湖南移动,#genre#
CCTV1-综合,http://183.215.134.239:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://183.215.134.239:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://183.215.134.239:19901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://183.215.134.239:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://183.215.134.239:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://183.215.134.239:19901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南经视,http://183.215.134.239:19901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
湖南都市,http://183.215.134.239:19901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://183.215.134.239:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://183.215.134.239:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://183.215.134.239:19901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://183.215.134.239:19901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
重温经典,http://183.215.134.239:19901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
全纪实,http://183.215.134.239:19901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
南县新闻,http://183.215.134.239:19901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://183.215.134.239:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
湖南教育,http://183.215.134.239:19901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
潇湘电影,http://183.215.134.239:19901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0


四川移动,#genre#
CCTV1,http://183.220.20.17:4321/rtp/239.11.0.65:5140
CCTV1,http://183.220.20.17:4321/rtp/239.11.0.130:5140
CCTV2,http://183.220.20.17:4321/rtp/239.11.0.108:5140
CCTV3,http://183.220.20.17:4321/rtp/239.11.0.101:5140
CCTV4,http://183.220.20.17:4321/rtp/239.11.0.109:5140
CCTV5,http://183.220.20.17:4321/rtp/239.11.0.66:5140
CCTV5,http://183.220.20.17:4321/rtp/239.10.0.200:5140
CCTV5,http://183.220.20.17:4321/rtp/239.11.0.100:5140
CCTV5,http://183.220.20.17:4321/rtp/239.11.0.236:5140
CCTV5+,http://183.220.20.17:4321/rtp/239.11.0.241:5140
CCTV6,http://183.220.20.17:4321/rtp/239.11.0.102:5140
CCTV7,http://183.220.20.17:4321/rtp/239.11.0.110:5140
CCTV8,http://183.220.20.17:4321/rtp/239.11.0.103:5140
CCTV9,http://183.220.20.17:4321/rtp/239.11.0.111:5140
CCTV10,http://183.220.20.17:4321/rtp/239.11.0.112:5140
CCTV11,http://183.220.20.17:4321/rtp/239.11.0.22:5140
CCTV12,http://183.220.20.17:4321/rtp/239.11.0.113:5140
CCTV13,http://183.220.20.17:4321/rtp/239.11.0.24:5140
CCTV14,http://183.220.20.17:4321/rtp/239.11.0.114:5140
CCTV15,http://183.220.20.17:4321/rtp/239.11.0.26:5140
CCTV17,http://183.220.20.17:4321/rtp/239.11.0.107:5140
CCTV4K测试,http://183.220.20.17:4321/rtp/239.10.0.108:5140
cdtv1,http://183.220.20.17:4321/rtp/239.10.0.11:5140
cdtv2,http://183.220.20.17:4321/rtp/239.10.0.12:5140
cdtv3,http://183.220.20.17:4321/rtp/239.10.0.13:5140
cdtv4,http://183.220.20.17:4321/rtp/239.10.0.14:5140
cdtv5,http://183.220.20.17:4321/rtp/239.10.0.15:5140
cdtv6,http://183.220.20.17:4321/rtp/239.10.0.16:5140
稻城电视台,http://183.220.20.17:4321/rtp/239.10.0.29:5140
宜宾新闻综合,http://183.220.20.17:4321/rtp/239.10.0.33:5140
宜宾公共频道,http://183.220.20.17:4321/rtp/239.10.0.34:5140
营山电视台,http://183.220.20.17:4321/rtp/239.10.0.35:5140
精彩四川,http://183.220.20.17:4321/rtp/239.10.0.100:5140
动漫秀场,http://183.220.20.17:4321/rtp/239.10.0.101:5140
生活时尚,http://183.220.20.17:4321/rtp/239.10.0.102:5140
游戏风云,http://183.220.20.17:4321/rtp/239.10.0.103:5140
全纪实,http://183.220.20.17:4321/rtp/239.10.0.105:5140
都市剧场,http://183.220.20.17:4321/rtp/239.10.0.106:5140
陶瓷频道,http://183.220.20.17:4321/rtp/239.10.0.107:5140
三沙卫视,http://183.220.20.17:4321/rtp/239.10.0.116:5140
自贡综合频道,http://183.220.20.17:4321/rtp/239.10.0.117:5140
四川文化旅游频道,http://183.220.20.17:4321/rtp/239.10.0.118:5140
海南卫视,http://183.220.20.17:4321/rtp/239.10.0.119:5140
IPTV热播剧场,http://183.220.20.17:4321/rtp/239.10.0.121:5140
IPTV经典电影,http://183.220.20.17:4321/rtp/239.10.0.122:5140
IPTV谍战剧场,http://183.220.20.17:4321/rtp/239.10.0.123:5140
城市剧场,http://183.220.20.17:4321/rtp/239.10.0.124:5140
军旅剧场,http://183.220.20.17:4321/rtp/239.10.0.125:5140
古装剧场,http://183.220.20.17:4321/rtp/239.10.0.126:5140
家庭影院,http://183.220.20.17:4321/rtp/239.10.0.127:5140
七彩戏剧,http://183.220.20.17:4321/rtp/239.10.0.128:5140
欢笑剧场,http://183.220.20.17:4321/rtp/239.10.0.129:5140
天府经典再现,http://183.220.20.17:4321/rtp/239.10.0.130:5140
天府军旅谍战,http://183.220.20.17:4321/rtp/239.10.0.131:5140
喜剧影院,http://183.220.20.17:4321/rtp/239.10.0.132:5140
武侠剧场,http://183.220.20.17:4321/rtp/239.10.0.133:5140
熊猫频道,http://183.220.20.17:4321/rtp/239.10.0.134:5140
