苏州央视,#genre#
镇江新闻,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8#http://cm-wshls.homecdn.com/live/2aa50.m3u8
镇江民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
淮阴综合,https://huaiyin-tv-replay.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8
高邮综合,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8?zjiangsd
沛县新闻,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?zjiangsd
如东新闻,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
金湖新闻,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd
涟水综合,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8?zjiangsd
沭阳综合,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8?zjiangsd
金坛,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd
泗阳资讯,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8?zjiangsd

浙江新闻,https://ali-xwl.cztv.com/live/channel071080Plxw.m3u8
浙江国际,https://ali-xwl.cztv.com/live/channel101080Plxw.m3u8
浙江科教,https://ali-xwl.cztv.com/live/channel041080Plxw.m3u8
浙江经济,https://ali-xwl.cztv.com/live/channel031080Plxw.m3u8
浙江民生,https://ali-xwl.cztv.com/live/channel061080Plxw.m3u8
浙江少儿,https://ali-xwl.cztv.com/live/channel081080Plxw.m3u8
浙江钱江,https://ali-xwl.cztv.com/live/channel021080Plxw.m3u8
浙江纪录,https://ali-xwl.cztv.com/live/channel121080Plxw.m3u8
绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
绍兴新闻,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
湖州新闻,https://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865
湖州文化,https://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887
湖州公共,https://hzcm-live.media.hugd.com/1e6b554b9ab74513958c0e1ffe664d22/9acaa7634309494cb29a85eb12136607.m3u8?auth_key=2272900830-9a2389b8bf4e49d580d4ad807423d326-0-ea78a5c7a678c436263582d368f5009e
象山综合,http://play-sh13.quklive.com/live/1702360350551252.m3u8?auth_key=2037107484-800189c57a5a44d3b823b60cf84f6756-0-a6f6828a62d5c167cff5e68735fa0d39
平湖新闻,http://play-sh13.quklive.com/live/1690167908295069.m3u8?auth_key=2027466211-f190eec410c24473825cbe1d8541e545-0-f21db57ae1b534802c1cf7be86cc3aef
嘉兴新闻,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8
海宁新闻,https://p2hs.vzan.com/slowlive/317913155078575177/live.m3u8?zbid=293304&tpid=1708007815
杭州综合,http://l.cztvcloud.com/channels/lantian/sxchannel01/1080p.m3u8

马鞍山科教,https://live.masbcx.cn/fe60c7f6a746404590186208394ceb43/935bce782af148c18a8048eabb0d7afa.m3u8?auth_key=2334657804-859d6a4ae6094480b20ff635612cd14d-0-8151ea4280c5f6a71fad438456ffa6df
马鞍山综合,https://live.masbcx.cn/37da93f77452420d8990a9e91d865b81/94a165a5a7104676b7c68e39b4917d20.m3u8?auth_key=2334657789-9dd6b0079eb842f3a29bba1254dfedc3-0-2175f4b991c6e69d890d998237654a14
安庆经济,https://aq-live.media.xinhuamm.net/r/ed093a3514bd4174b1dbd5af8a8e0a9c.m3u8?auth_key=2341308528-0-0-1d8df1d541b495f33875e247c9300fc1
安庆新闻,https://aq-live.media.xinhuamm.net/r/252b77197b104e1aa2456481204fb656.m3u8?auth_key=2341308330-0-0-4e8ffbdb0c0dcfab23e1b8962730f59d 

京津沪粤,#genre#
东方影视,https://live.chinacert.cftest5.cn/cnmg/live/617290047
都市剧场,http://www.frankgb.cn:4022/udp/239.49.0.99:8000
睛彩竞技,http://www.frankgb.cn:4022/udp/239.49.8.39:8000
睛彩篮球,http://www.frankgb.cn:4022/udp/239.49.8.42:8000
睛彩青少,http://www.frankgb.cn:4022/udp/239.49.8.46:8000
金山电视,https://pili-live-hls.wdit.com.cn/wditlive/8818dfe5f4df45ba9a3f32964d172fb2b6d3.m3u8

大湾区卫视,https://live.chinacert.cftest5.cn/cnmg/live/608917627
中国农林卫视,https://live.chinacert.cftest5.cn/cnmg/live/956904896
上海新闻,https://live.chinacert.cftest5.cn/cnmg/live/651632657
东方影视,https://live.chinacert.cftest5.cn/cnmg/live/617290047
第一财经,https://live.chinacert.cftest5.cn/cnmg/live/608780988

广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=aae0358e06f64d4db4d663321a3fa964&txTime=190def4db74
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=c651b79c107d9cde3914d011cbb896a6&txTime=190def3c97d
广州南国,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
广东体育,http://cdn.163189.xyz/163189/gdty
广东珠江,http://cdn.163189.xyz/163189/gdzj#http://gxyd.484947.xyz/PLTV/77777777/224/3221225717/index.m3u8?servicetype=1
大湾区卫视,http://gxyd.484947.xyz/PLTV/77777777/224/3221225748/index.m3u8?servicetype=1#http://192.151.150.154/live/nfws.m3u8
东莞生活,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8
东莞新闻,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
汕尾综合,https://iswtv.swrtv.com/live/xwzhpd.m3u8

其他省市,#genre#
国学频道,rtmp://rtmp.tv.stream3.hndt.com/tv/647f9277018410008cf925e200000000?wsSecret=9a23316ee66e918684e097f?wsSecret=4524f29740cb9aa8ff28ff0daf2341e2&wsTime=1736420117
山东教育,https://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8

四川文化,http://118.122.144.115:8888/newlive/live/hls/34/live.m3u8
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
四川乡村,http://scxclivepull.sctvcloud.com/live/c0b8c1c3018e1000e51198d100000000/playlist.m3u8?wsSecret=b627c9d9b2cdf4afed08253b6125fe1f&wsTime=2019657600
成都高新,https://livepgc.chinamcache.com/pgc/d849e3b837e34409b46124c267a8a1cf.m3u8?auth_key=1719565624-0-0-c80453df5f2edc88776ce766e497b52b
峨眉电影,http://118.122.144.115:8888/newlive/live/hls/32/live.m3u8
电影,http://118.122.144.115:8888/newlive/live/hls/38/live.m3u8
百事通,http://118.122.144.115:8888/newlive/live/hls/39/live.m3u8
文化旅游,http://118.122.144.115:8888/newlive/live/hls/35/live.m3u8
威远综合,http://wy-live-pull.thecover.cn/rmtlive/fmzb1710746907096.m3u8
宝兴综合,http://tv.yunxya.com/channellive/baoxing.flv
成都金堂,http://live.jtxwzx.com.cn:80/jtdst/hd/live.m3u8

南宁文旅,http://615bbf179ba53515dccad7b1da5d1ad9.livehwc3.cn/hls.nntv.cn/nnlive/WLSH_24.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=2598844eaee8a4265e706fc14b3fc11d
南宁影视,http://hls.nntv.cn/nnlive/YSYL_244.m3u8
南宁新闻,https://hls.nntv.cn/nnlive/XWZH_24.m3u8

吉林都市,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/7e8474e6daea44ccaa5aa2300191439e/index.m3u8
吉林生活,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/0a76740c72b74fabae611845aa21e06a/index.m3u8
吉林影视,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/906341e6f19b4c4bacdc89941eb85d12/index.m3u8
吉林乡村,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/3ffc4824dce54b92be185555923ce382/index.m3u8
吉林通化,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/43ea5771aa44421591f9dfd2b71f1b9b/index.m3u8
吉林不知,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/0533b55e42354f4f802bdec78e26b571/1.m3u8

云南都市,https://hwapi.yntv.net/62hdvf/rjwt14.m3u8
云南娱乐,https://hwapi.yntv.net/62hdvf/q9vs1b.m3u8
云南康旅,https://hwapi.yntv.net/62hdvf/227q43.m3u8

景德镇,http://play-sh.quklive.com/live/1724916607073321.m3u8
赣州公共,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526334096251.m3u8
赣州新闻,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526329228525.m3u8

河南新闻,http://1.94.31.214/php/hntv.php?id=hnxw
河南都市,http://1.94.31.214/php/hntv.php?id=hnds
河南民生,http://1.94.31.214/php/hntv.php?id=hnms
河南公共,http://1.94.31.214/php/hntv.php?id=hngg
河南法治,http://1.94.31.214/php/hntv.php?id=hmfz
河南乡村,http://1.94.31.214/php/hntv.php?id=hnxc
武术世界,http://1.94.31.214/php/hntv.php?id=wspd
文物宝库,http://1.94.31.214/php/hntv.php?id=wwbk
睛彩中原,http://1.94.31.214/php/hntv.php?id=jczy
大象视界,http://1.94.31.214/php/hntv.php?id=xsj

河北经济,http://1.94.31.214/php/hebei.php?id=jjsh
河北都市,http://1.94.31.214/php/hebei.php?id=hbds
河北影视,http://1.94.31.214/php/hebei.php?id=hbys
河北少儿,http://1.94.31.214/php/hebei.php?id=sekj
河北公共,http://1.94.31.214/php/hebei.php?id=hbgg
河北农民,http://1.94.31.214/php/hebei.php?id=nmpd
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
邯郸科技,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8?zhebd
邯郸公共,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8
邢台综合,http://jwplay.hebyun.com.cn/live/xtsrmtzs/1500k/tzwj_video.m3u8
邢台生活,https://jwcdnqx.hebyun.com.cn/live/xtcsshpd/1500k/tzwj_video.m3u8

西宁新闻,https://liveout.xntv.tv/a65jur/96iln2.m3u8?zqing
安顺综合,http://hplayer1.juyun.tv/camera/154379194.m3u8

呼市新闻,http://play1-qk.nmtv.cn/live/1735545967595013.m3u8
包头新闻,http://play1-qk.nmtv.cn/live/1735546150395017.m3u8
呼伦贝尔新闻,http://play1-qk.nmtv.cn/live/1735546791130040.m3u8
兴安新闻,http://play1-qk.nmtv.cn/live/1735546886977046.m3u8
通辽新闻,http://play1-qk.nmtv.cn/live/1735546745882037.m3u8
赤峰新闻,http://play1-qk.nmtv.cn/live/1735546697341033.m3u8#http://live.cfrmw.cn/dianshi0001/sd/live.m3u8?_upt=e9ae0cfc1760452883
赤峰经济,http://live.cfrmw.cn/dianshi0002/sd/live.m3u8?_upt=e9ae0cfc1760452883
锡林郭勒盟,http://play1-qk.nmtv.cn/live/1735546994821050.m3u8
乌兰察布新闻,http://play1-qk.nmtv.cn/live/1735546836103043.m3u8
鄂尔多斯新闻,http://play1-qk.nmtv.cn/live/1735546299241021.m3u8
巴彦淖尔新闻,http://play1-qk.nmtv.cn/live/1735546423467029.m3u8
巴彦淖尔经济,http://livepull.bynesrmtzx.cn/bynermt/b68a0eec-2778-49f7-9fe6-600b8895e95a.m3u8
巴彦淖尔影视,http://livepull.bynesrmtzx.cn/bynermt/91bd6ebf-3d58-4e3e-b5f6-db69d691c666.m3u8
乌海都市,http://live.wuhainews.org.cn/dssh/sd/live.m3u8
阿拉善新闻,http://play1-qk.nmtv.cn/live/1735547046115053.m3u8
日喀则,https://console.rkzrm.cn:20323/4.m3u8
新星综合,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8?zxinjd
可克达拉综合,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8

特色,#genre#
凤凰资讯,http://cdn6.163189.xyz/163189/fhzx
凤凰中文,http://cdn6.163189.xyz/163189/fhzw
凤凰香港,http://cdn6.163189.xyz/163189/fhhk
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
环球电视,http://utv1.hqtvzb.com:9999/hls/world.m3u8
莲花卫视,http://cdn6.163189.xyz/163189/amlh
1905电影,https://cdn.jdshipin.com/1905.php
重温经典,https://cdn.jdshipin.com/cwjd.php
爱奇艺,https://o11.163189.xyz/stream/live/iqiyi/
AstroAOD,https://o11.163189.xyz/stream/live/aod/
AstroAEC,https://o11.163189.xyz/stream/live/aec/
Astr欢喜,http://o11.163189.xyz/stream/live/hxt/
天映经典,https://o11.163189.xyz/stream/live/ccm/
天映频道,http://o11.163189.xyz/stream/live/typd/
TVB,https://6.cdn.loc.cc/163189.php?id=tvb1
J1,https://6.cdn.loc.cc/163189.php?id=j1
PLUS,https://o11.163189.xyz/stream/tvb/tvbp/
翡翠,https://o11.163189.xyz/stream/tvb/fct/
翡翠剧,https://6.cdn.loc.cc/163189.php?id=tvbd
hOY剧,http://cdn.163189.xyz/163189/hoyjj
华丽1,https://o11.163189.xyz/stream/live/jade/
华丽2,https://o11.163189.xyz/stream/live/hlt/
明珠,https://o11.163189.xyz/stream/tvb/mzt/
星河,https://o11.163189.xyz/stream/live/tvbxh/
CHU,http://cdn6.163189.xyz/163189/chu
CH5,http://cdn6.163189.xyz/163189/ch5
CH8,http://cdn6.163189.xyz/163189/ch8
无线新闻,https://cdn6.163189.xyz/163189/wxxw
娱乐新闻,https://cdn6.163189.xyz/163189/ylxw
无线功夫,https://cdn6.163189.xyz/163189/yzwx
千禧,https://o11.163189.xyz/stream/live/tvbc/
八度,http://cdn6.163189.xyz/163189/8tv
Now新闻,http://cdn.163189.xyz/163189/now
澳视澳门,http://cdn6.163189.xyz/163189/asam
澳视卫星,http://cdn6.163189.xyz/163189/as
澳门体育,http://cdn6.163189.xyz/163189/amty
澳门综艺,http://cdn6.163189.xyz/163189/amzy
RTHK31,http://cdn.163189.xyz/163189/rthk31
RTHK32,http://cdn.163189.xyz/163189/rthk32
RTHK33,http://cdn6.163189.xyz/163189/cctv1
HOY77,http://cdn.163189.xyz/163189/hoy#https://cdn6.163189.xyz/163189/hoy
HOY78,https://cdn.163189.xyz/163189/hoy78
ViuTV,https://cdn.163189.xyz/163189/viu
无线新闻,http://jnzq.ohoyee.com:9080/live/xingjiaoge-tvbsxw.m3u8
寰宇新闻,http://jnzq.ohoyee.com:9080/live/xiangjiaoge-hyxw.m3u8
CEC文化,http://play.cec-tv.com.cn/channel/cec-tv1.m3u8
CEC旅游,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CEC教育,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CEC健康,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8
CGTN,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8
CGTN记录,https://english-livebkali.cgtn.com/live/doccgtn_0.m3u8

音乐,#genre#
音乐1,http://8.155.43.98:35455/douyu/85894
音乐2,http://8.155.43.98:35455/douyu/20415
音乐4,http://8.155.43.98:35455/douyu/8257039
音乐5,http://8.155.43.98:35455/douyu/17732
音乐7,http://8.155.43.98:35455/douyu/9629943
音乐11,http://8.155.43.98:35455/douyu/3870925
音乐12,http://8.155.43.98:35455/douyu/8970851
音乐13,http://8.155.43.98:35455/douyu/3186217
音乐14,http://8.155.43.98:35455/douyu/9575463
周杰伦MV,http://8.155.43.98:35455/douyu/122402
音乐快斗,http://8.155.43.98:35455/douyu/8324627
音乐Wu哥,http://8.155.43.98:35455/douyu/8667755
卓依婷1,https://txmov2.a.kwimgs.com/bs3/video-hls/5213198081048286620_hlsb.m3u8
卓依婷2,https://txmov2.a.kwimgs.com/bs3/video-hls/5252041701152345508_hlsb.m3u8
颜人中,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000d07m1fnog65i93c1s7qg∶=720p&line=0
张惠妹1,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cpfe9nfog65hhstjqpn0∶=720p&line=0
张惠妹2,https://k0ub7yffy10y9zw2409x875ex5088x330xx9z.djvod.ndcimgs.com/upic/2023/02/23/19/BMjAyMzAyMjMxOTU2MzRfMTg1NzcxNTYxOF85Njg2MDMwMDE1N18yXzM=_b_Bf54be4dff6265ad447bf289ec395ad97.mp4
刘若英1,https://txmov2.a.kwimgs.com/bs3/video-hls/5209538906195814920_hlsb.m3u8
刘若英2,https://txmov2.a.kwimgs.com/bs3/video-hls/5221923876251083359_hlsb.m3u8
刘若英3,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000csi2q17og65ogriq3jv0∶=720p&line=0
刘若英4,https://k0u78ye2y19y4dz.djvod.ndcimgs.com/upic/2020/10/29/17/BMjAyMDEwMjkxNzA5MjdfMTc4NDYxNDcyNl8zODQyMTMwNzU4N18yXzM=_b_B1cba0ec1b6353c03bf45462938b77ed8.mp4
Alin,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cvt3q87og65l7fblbmog∶=720p&line=0
萧亚轩,https://www.iesdouyin.com/aweme/v1/playwm/?line=0&logo_name=aweme_diversion_search∶=720p&video_id=v0d00fg10000cvtpr1nog65jio7np2o0
By2,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000d1j0n57og65pvurg65ag∶=720p&line=0
方大同,https://www.iesdouyin.com/aweme/v1/playwm/?line=0&logo_name=aweme_diversion_search∶=720p&video_id=v0300fg10000cv2nd2nog65v744ae6i0
南拳妈妈,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cqfnlknog65p5u0cnn9g∶=720p&line=0
罗志祥,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000d0et0mfog65hj1cq0130∶=720p&line=0
孙露1,http://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fg10000cd8ge8bc77u61rhg0ul0∶=1080p&line=0
孙露2,http://www.iesdouyin.com/aweme/v1/play/?video_id=v0200fg10000cm1tshfog65h8e0kfo40∶=1080p&line=0
粤语歌,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154129058223649_hlsb.m3u8
徐良,https://alimov2.a.kwimgs.com/upic/2024/05/08/20/BMjAyNDA1MDgyMDAyMjFfMTg1NzcxNTYxOF8xMzE5MDIyNTY0NzNfMl8z_b_B62cb1e50d6a0dea4efc3e6da93662aa4.mp4
乔洋,https://txmov2.a.kwimgs.com/upic/2024/01/05/17/BMjAyNDAxMDUxNzEwMTJfNDQzMTI2Mjg0XzEyMTM5OTg3NTU2MV8yXzM=_b_Bf81e0b3d32a3fe727949531d0929868e.mp4
庄心妍,https://txmov2.a.kwimgs.com/upic/2023/09/29/09/BMjAyMzA5MjkwOTEzMDVfMjE0OTExOTI2N18xMTM3OTU3ODM3NzFfMF8z_b_B1909889bf55e6af6f994b05596fb589f.mp4
任然,https://txmov2.a.kwimgs.com/upic/2020/09/23/14/BMjAyMDA5MjMxNDA1MjFfMTc4NDYxNDcyNl8zNjQ5NDI4NzI1Nl8yXzM=_b_B0f6d5151ab2c346816996328a0b66b78.mp4
云朵,https://txmov2.a.kwimgs.com/bs3/video-hls/5246412201505505933_hlsb.m3u8
韩宝仪1,https://txmov2.a.kwimgs.com/bs3/video-hls/5250634324924434598_hlsb.m3u8
韩宝仪2,https://txmov2.a.kwimgs.com/bs3/video-hls/5199405878731760679_hlsb.m3u8
金海心,https://txmov2.a.kwimgs.com/bs3/video-hls/5202783577818793385_hlsb.m3u8
周传雄,https://k0ub7yffy10y9z.djvod.ndcimgs.com/bs3/video-hls/5210101864526740619_hlsb.m3u8
张学友1,https://k0ub7yffy10yezw2409x875ex5088x330xxez.djvod.ndcimgs.com/bs3/video-hls/5207287162232816373_hlsb.m3u8
张学友2,https://txmov2.a.kwimgs.com/upic/2020/10/20/18/BMjAyMDEwMjAxODEyMDFfMTc4NDYxNDcyNl8zNzk4NDE2MTk3MV8yXzM=_b_B468e68508fc9e08728ffea7dc0438511.mp4
刘德华1,https://k0ub7yffy10yfz.djvod.ndcimgs.com/upic/2023/07/25/08/BMjAyMzA3MjUwODU3MzRfMzYxMjUyNDA3MV8xMDg4MTUzNTczMzFfMF8z_b_Bf67605afd92859a39e607f504f43c9f7.mp4
刘德华2,https://txmov2.a.kwimgs.com/bs3/video-hls/5223894130924950539_hlsb.m3u8
刘德华3,https://txmov2.a.kwimgs.com/bs3/video-hls/5231775430381069161_hlsb.m3u8
黎明,https://k0ub7yffy10y8z.djvod.ndcimgs.com/bs3/video-hls/5257671152053263747_hlsb.m3u8
王菲,https://k0u6fy1dy17yc5zw2409x8c5ex5000x740xx5z.djvod.ndcimgs.com/bs3/video-hls/5230931130420749618_8530c04da878a1f8_4119_hlsb.m3u8
谭咏麟1,https://txmov2.a.kwimgs.com/bs3/video-hls/5235434604782528949_hlsb.m3u8
谭咏麟2,https://txmov2.a.kwimgs.com/bs3/video-hls/5224457136736166158_hlsb.m3u8
谭咏麟3,https://k0u6fy1dy17yc5zw2409x8c5ex5000x740xx5z.djvod.ndcimgs.com/bs3/video-hls/5216012959488968308_465ea08469b567d7_9137_hlsfsl200hd15.m3u8
林忆莲1,https://k0ub7yffy10yez.djvod.ndcimgs.com/upic/2024/01/16/07/BMjAyNDAxMTYwNzEzNTNfODI4NTk1NTQ0XzEyMjIyODI2OTMyM18yXzM=_b_B358e6b1dbf7db9a80ffc4f82cee98a4e.mp4
林忆莲,https://txmov2.a.kwimgs.com/bs3/video-hls/5250071375165662691_hlsb.m3u8
古巨基,https://k0u6fy1dy17yc6zw2409x8c5ex5000x740xx6z.djvod.ndcimgs.com/bs3/video-hls/5257671255731399908_936fe74351be1d48_9988_hlsfsl200hd15.m3u8
周杰伦1,https://txmov2.a.kwimgs.com/upic/2023/06/18/23/BMjAyMzA2MTgyMzE1MjBfMzQ4MzI0MjA1OF8xMDU4Nzc4MzAzNjZfMF8z_b_B386baa1bb2c0c48626a830ff69393771.mp4
周杰伦2,https://txmov2.a.kwimgs.com/upic/2020/10/23/09/BMjAyMDEwMjMwOTQ4MzVfMTc4NDYxNDcyNl8zODA5ODg1NTk2NV8yXzM=_b_B2646fac30e83026c7c7402b4e3b98c3b.mp4
周杰伦3,https://txmov2.a.kwimgs.com/bs3/video-hls/5227553413748283828_hlsb.m3u8
周杰伦4,https://txmov2.a.kwimgs.com/bs3/video-hls/5230368055161368210_hlsb.m3u8
周杰伦5,https://txmov2.a.kwimgs.com/bs3/video-hls/5231775534346885885_hlsb.m3u8
周杰伦6,https://txmov2.a.kwimgs.com/bs3/video-hls/5211790780346725756_hlsb.m3u8
周杰伦7,https://txmov2.a.kwimgs.com/bs3/video-hls/5224175732120154657_ae04903720c1fda3_5561_hlsb.m3u8
周杰伦8,https://txmov2.a.kwimgs.com/bs3/video-hls/5190680212403952141_c0d403c49df98886_3702_hlsb.m3u8
周杰伦9,https://txmov2.a.kwimgs.com/upic/2023/06/18/23/BMjAyMzA2MTgyMzE1MjBfMzQ4MzI0MjA1OF8xMDU4Nzc4MzAzNjZfMF8z_b_B386baa1bb2c0c48626a830ff69393771.mp4
林俊杰1,https://txmov2.a.kwimgs.com/upic/2024/01/09/12/BMjAyNDAxMDkxMjA2MDdfMzQ4MzI0MjA1OF8xMjE2Nzg4Mjk4NTZfMF8z_b_Bc9f7d3b0c4b69136e61d8328a8538bd2.mp4?clientCacheKey=3xajh8b4u5j6uva_b.mp4
林俊杰2,https://txmov2.a.kwimgs.com/bs3/video-hls/5231212549905475206_hlsb.m3u8
林俊杰3,https://txmov2.a.kwimgs.com/bs3/video-hls/5217701680547515167_hlsb.m3u8
潘玮柏,https://txmov2.a.kwimgs.com/upic/2021/02/18/21/BMjAyMTAyMTgyMTI0MzNfODI4NTk1NTQ0XzQ0NTk2NzM2MDU3XzJfMw==_b_B92f3c6849966ee988590af29cfd9237b.mp4?tag=1-1750435163-std-1-6qxcke5wod-82a7afd374de76aa&clientCacheKey=3xabaxhvbd3me8s_b.mp4
杨丞琳,https://txmov2.a.kwimgs.com/upic/2020/09/20/20/BMjAyMDA5MjAyMDAyMDdfODI4NTk1NTQ0XzM2MzcyMzIwMzYzXzJfMw==_b_B8aa481540d89fe5ec2b3507f8209c663.mp4?tag=1-1750931214-std-1-wz3snqjkat-8298da1fe959ffc7&clientCacheKey=3x8t5k75nb5mzyc_b.mp4&tt=b&di=739f67b1&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
张杰1,https://txmov2.a.kwimgs.com/upic/2023/08/06/13/BMjAyMzA4MDYxMzIxNDZfODM0NDUzMTQ2XzEwOTgxMDY1NjE0MF8wXzM=_b_Bd5fedc48db11e5ccd52e4c2de1d8213a.mp4
张杰2,https://txmov2.a.kwimgs.com/bs3/video-hls/5242190068803906082_hlsb.m3u8
张杰3,https://txmov2.a.kwimgs.com/bs3/video-hls/5252886123455427055_hlsb.m3u8
张杰4,https://txmov2.a.kwimgs.com/bs3/video-hls/5214042506877152890_hlsb.m3u8
Beyond1,https://txmov2.a.kwimgs.com/upic/2024/01/24/14/BMjAyNDAxMjQxNDQxMjZfODI4NTk1NTQ0XzEyMzAwNzQ1MTk1Ml8yXzM=_b_Bf4811084a61390aced44f1c86a2ebddf.mp4
BEYOND2,https://txmov2.a.kwimgs.com/bs3/video-hls/5259359978039302542_hlsb.m3u8
陶喆1,https://txmov2.a.kwimgs.com/upic/2023/08/06/13/BMjAyMzA4MDYxMzEzMzhfODM0NDUzMTQ2XzEwOTgxMDA2NzAyNF8wXzM=_b_B5e5a6bf1ef67081a9a226a2f6145ea2d.mp4
陶喆2,https://txmov2.a.kwimgs.com/bs3/video-hls/5239938277375381611_hlsb.m3u8
陈奕迅,https://txmov2.a.kwimgs.com/upic/2022/12/22/17/BMjAyMjEyMjIxNzM3NDNfMTg1NzcxNTYxOF85MTcyMjE1NDQzNV8yXzM=_b_B16479ab3769c6fcfed15a06b75c2656e.mp4
邓紫棋,https://txmov2.a.kwimgs.com/upic/2023/05/08/12/BMjAyMzA1MDgxMjIwNTNfMzQ4MzI0MjA1OF8xMDI1NjYyMjM5MDZfMF8z_b_B0675fa55fe8ce0583fb05fa02330e9f1.mp4
薛之谦1,https://txmov2.a.kwimgs.com/upic/2023/07/28/13/BMjAyMzA3MjgxMzUwMzRfODM0NDUzMTQ2XzEwOTA3NjA4NDU2Nl8wXzM=_b_B480250201ec7378867d92e4d29f7a644.mp4
薛之谦2,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420205858849594_hlsb.m3u8
五月天,https://txmov2.a.kwimgs.com/upic/2021/12/07/23/BMjAyMTEyMDcyMzU2MzBfMjgwMTM4ODFfNjIzMTcwNTU3MTlfMl8z_b_Bd70a16353267a52b31d11f2cb77c6c5b.mp4
蔡依林,https://txmov2.a.kwimgs.com/upic/2025/06/12/20/BMjAyNTA2MTIyMDUzMjFfNDQzMTI2Mjg0XzE2NjY1MzM5MjYxMV8yXzM=_b_B3bed4c7c1a80388966791d398e318edd.mp4
张韶涵1,https://txmov2.a.kwimgs.com/bs3/video-hls/5214042570897417743_hlsb.m3u8
张韶涵2,https://txmov2.a.kwimgs.com/bs3/video-hls/5258515617083074516_hlsb.m3u8
