央视频道,#genre#
国学频道,http://154.12.36.187:656/index.php?token=2025&id=gxpd

内蒙频道,#genre#

内蒙古新闻综合,http://154.12.36.187:656/index.php?token=2025&id=nmxwzh
内蒙古经济生活,http://154.12.36.187:656/index.php?token=2025&id=nmjjsh
内蒙古少儿频道,http://154.12.36.187:656/index.php?token=2025&id=nmse
内蒙古文体娱乐,http://154.12.36.187:656/index.php?token=2025&id=nmwtyl
内蒙古农牧频道,http://154.12.36.187:656/index.php?token=2025&id=nmnm
内蒙古蒙古语文化,http://154.12.36.187:656/index.php?token=2025&id=nmwh
呼和浩特新闻综合,http://154.12.36.187:656/index.php?token=2025&id=hhht1
锡林郭勒,http://154.12.36.187:656/index.php?token=2025&id=xlgl1
阿拉善新闻综合,http://154.12.36.187:656/index.php?token=2025&id=als1
巴彦淖尔,http://154.12.36.187:656/index.php?token=2025&id=byle1
鄂尔多斯,http://154.12.36.187:656/index.php?token=2025&id=erds1
赤峰新闻综合,http://154.12.36.187:656/index.php?token=2025&id=cf1
通辽新闻综合,http://154.12.36.187:656/index.php?token=2025&id=tl1
乌兰察布,http://154.12.36.187:656/index.php?token=2025&id=wlcb1
乌海新闻,http://154.12.36.187:656/index.php?token=2025&id=wh1
呼伦贝尔新闻综合,http://154.12.36.187:656/index.php?token=2025&id=hlbe1
兴安新闻综合,http://154.12.36.187:656/index.php?token=2025&id=xa1
包头新闻,http://154.12.36.187:656/index.php?token=2025&id=bt1

新疆频道,#genre#

新疆维语新闻综合,http://154.12.36.187:656/index.php?token=2025&id=xjwyzh
新疆哈语新闻综合,http://154.12.36.187:656/index.php?token=2025&id=xjhyzh
新疆综艺,http://154.12.36.187:656/index.php?token=2025&id=xjzy
新疆维语影视,http://154.12.36.187:656/index.php?token=2025&id=xjwyys
新疆经济生活,http://154.12.36.187:656/index.php?token=2025&id=xjjjsh
新疆哈语综艺,http://154.12.36.187:656/index.php?token=2025&id=xjhyzy
新疆维语经济生活,http://154.12.36.187:656/index.php?token=2025&id=xjwyjj
新疆体育健康,http://154.12.36.187:656/index.php?token=2025&id=xjty
新疆信息服务,http://154.12.36.187:656/index.php?token=2025&id=xjxxfw
新疆少儿频道,http://154.12.36.187:656/index.php?token=2025&id=xjse

广州频道,#genre#

广州综合,http://154.12.36.187:656/index.php?token=2025&id=gzzh
河源综合,http://154.12.36.187:656/index.php?token=2025&id=hyzh
中山综合,http://154.12.36.187:656/index.php?token=2025&id=zszh

东北频道,#genre#

吉林都市频道,http://154.12.36.187:656/index.php?token=2025&id=jldspd
吉林生活频道,http://154.12.36.187:656/index.php?token=2025&id=jlshpd
吉林影视频道,http://154.12.36.187:656/index.php?token=2025&id=jlyspd
吉林乡村频道,http://154.12.36.187:656/index.php?token=2025&id=jlxcpd
吉林综艺文化频道,http://154.12.36.187:656/index.php?token=2025&id=jlzywhpd

长春综合频道,http://154.12.36.187:656/index.php?token=2025&id=cczhpd
吉林新闻综合频道,http://154.12.36.187:656/index.php?token=2025&id=jlxwzhpd
四平新闻综合频道,http://154.12.36.187:656/index.php?token=2025&id=spxwzhpd
辽源新闻综合频道,http://154.12.36.187:656/index.php?token=2025&id=lyxwzhpd
白城新闻综合频道,http://154.12.36.187:656/index.php?token=2025&id=bcxwzhpd
通化新闻综合频道,http://154.12.36.187:656/index.php?token=2025&id=thxwzhpd
白山新闻综合频道,http://154.12.36.187:656/index.php?token=2025&id=bsxwzhpd

黑龙江文体频道,http://154.12.36.187:656/index.php?token=2025&id=hljwtpd
黑龙江影视频道,http://154.12.36.187:656/index.php?token=2025&id=hljyspd
黑龙江新闻法治频道,http://154.12.36.187:656/index.php?token=2025&id=hljxwfzpd
黑龙江都市频道,http://154.12.36.187:656/index.php?token=2025&id=hljdspd
黑龙江农业・科教频道,http://154.12.36.187:656/index.php?token=2025&id=hljnykjpd
七台河新闻综合频道,http://154.12.36.187:656/index.php?token=2025&id=qthxwzhpd

江苏频道,#genre#

南京新闻综合频道,http://154.12.36.187:656/index.php?token=2025&id=njxwzhpd
南京教科频道,http://154.12.36.187:656/index.php?token=2025&id=njjkpd
南京十八频道,http://154.12.36.187:656/index.php?token=2025&id=nj18pd
体育休闲频道,http://154.12.36.187:656/index.php?token=2025&id=tyxxpd
江苏城市频道,http://154.12.36.187:656/index.php?token=2025&id=jscspd
江苏国际,http://154.12.36.187:656/index.php?token=2025&id=jsgj
江苏影视频道,http://154.12.36.187:656/index.php?token=2025&id=jsyspd
江苏综艺频道,http://154.12.36.187:656/index.php?token=2025&id=jszypd
公共新闻频道,http://154.12.36.187:656/index.php?token=2025&id=ggxwpd
盐城新闻综合,http://154.12.36.187:656/index.php?token=2025&id=ycxwzh
淮安新闻综合,http://154.12.36.187:656/index.php?token=2025&id=haxwzh
泰州新闻综合,http://154.12.36.187:656/index.php?token=2025&id=qzxwzh
连云港新闻综合,http://154.12.36.187:656/index.php?token=2025&id=lygxwzh
宿迁新闻综合,http://154.12.36.187:656/index.php?token=2025&id=sqxwzh
徐州新闻综合,http://154.12.36.187:656/index.php?token=2025&id=xzxwzh
江阴新闻综合,http://154.12.36.187:656/index.php?token=2025&id=jyxwzh
南通新闻综合,http://154.12.36.187:656/index.php?token=2025&id=ntxwzh
宜兴新闻综合,http://154.12.36.187:656/index.php?token=2025&id=yxxwzh
溧水新闻综合,http://154.12.36.187:656/index.php?token=2025&id=lsxwzh

陕西频道,#genre#

陕西银龄频道,http://154.12.36.187:656/index.php?token=2025&id=sxylpd
陕西都市青春频道,http://154.12.36.187:656/index.php?token=2025&id=sxdsqcpd
陕西秦腔频道,http://154.12.36.187:656/index.php?token=2025&id=sxqkpd
陕西新闻资讯频道,http://154.12.36.187:656/index.php?token=2025&id=sxxwzxpd
财富天下,http://154.12.36.187:656/index.php?token=2025&id=cftx
中国天气,http://154.12.36.187:656/index.php?token=2025&id=zgtq
公共新闻频道,http://154.12.36.187:656/index.php?token=2025&id=ggxwpd
中华特产,http://154.12.36.187:656/index.php?token=2025&id=zhtc

